Reference,Pin,Pin name,Group,Disposition,Owner/status
U1,N9,DXN_0,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D19,IO_L14N_T2_SRCC_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F18,IO_L15P_T2_DQS_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E18,IO_L15N_T2_DQS_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B20,IO_L16P_T2_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A20,IO_L16N_T2_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A18,IO_L17P_T2_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A19,IO_L17N_T2_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F19,IO_L18P_T2_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F20,IO_L18N_T2_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D20,IO_L19P_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C20,IO_L19N_T3_VREF_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C22,IO_L20P_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B22,IO_L20N_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B21,IO_L21P_T3_DQS_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A21,IO_L21N_T3_DQS_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E22,IO_L22P_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D22,IO_L22N_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E21,IO_L23P_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D21,IO_L23N_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,G21,IO_L24P_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,G22,IO_L24N_T3_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F21,IO_25_16,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,T3,IO_0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,T1,IO_L1P_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,U1,IO_L1N_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,U2,IO_L2P_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,V2,IO_L2N_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,R3,IO_L3P_T0_DQS_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,R2,IO_L3N_T0_DQS_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,W2,IO_L4P_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,Y2,IO_L4N_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,W1,IO_L5P_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,Y1,IO_L5N_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,U3,IO_L6P_T0_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,V3,IO_L6N_T0_VREF_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AA1,IO_L7P_T1_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AB1,IO_L7N_T1_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AB3,IO_L8P_T1_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AB2,IO_L8N_T1_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,Y3,IO_L9P_T1_DQS_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AA3,IO_L9N_T1_DQS_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AA5,IO_L10P_T1_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AB5,IO_L10N_T1_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,Y4,IO_L11P_T1_SRCC_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AA4,IO_L11N_T1_SRCC_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,V4,IO_L12P_T1_MRCC_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,W4,IO_L12N_T1_MRCC_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,R4,IO_L13P_T2_MRCC_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,T4,IO_L13N_T2_MRCC_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,T5,IO_L14P_T2_SRCC_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,U5,IO_L14N_T2_SRCC_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,W6,IO_L15P_T2_DQS_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,W5,IO_L15N_T2_DQS_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,U6,IO_L16P_T2_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,V5,IO_L16N_T2_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,R6,IO_L17P_T2_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,T6,IO_L17N_T2_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,Y6,IO_L18P_T2_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AA6,IO_L18N_T2_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,V7,IO_L19P_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,W7,IO_L19N_T3_VREF_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AB7,IO_L20P_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AB6,IO_L20N_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,V9,IO_L21P_T3_DQS_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,V8,IO_L21N_T3_DQS_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AA8,IO_L22P_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,AB8,IO_L22N_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,Y8,IO_L23P_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,Y7,IO_L23N_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,W9,IO_L24P_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,Y9,IO_L24N_T3_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,U7,IO_25_34,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F4,IO_0_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B1,IO_L1P_T0_AD4P_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A1,IO_L1N_T0_AD4N_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C2,IO_L2P_T0_AD12P_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B2,IO_L2N_T0_AD12N_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E1,IO_L3P_T0_DQS_AD5P_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D1,IO_L3N_T0_DQS_AD5N_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E2,IO_L4P_T0_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D2,IO_L4N_T0_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,G1,IO_L5P_T0_AD13P_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F1,IO_L5N_T0_AD13N_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F3,IO_L6P_T0_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E3,IO_L6N_T0_VREF_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,K1,IO_L7P_T1_AD6P_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,J1,IO_L7N_T1_AD6N_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,H2,IO_L8P_T1_AD14P_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,G2,IO_L8N_T1_AD14N_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,K2,IO_L9P_T1_DQS_AD7P_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,J2,IO_L9N_T1_DQS_AD7N_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,J5,IO_L10P_T1_AD15P_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,H5,IO_L10N_T1_AD15N_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,H3,IO_L11P_T1_SRCC_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,G3,IO_L11N_T1_SRCC_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,H4,IO_L12P_T1_MRCC_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,G4,IO_L12N_T1_MRCC_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,K4,IO_L13P_T2_MRCC_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,J4,IO_L13N_T2_MRCC_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,L3,IO_L14P_T2_SRCC_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,K3,IO_L14N_T2_SRCC_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,M1,IO_L15P_T2_DQS_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,L1,IO_L15N_T2_DQS_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,M3,IO_L16P_T2_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,M2,IO_L16N_T2_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,K6,IO_L17P_T2_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,J6,IO_L17N_T2_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,L5,IO_L18P_T2_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,L4,IO_L18N_T2_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,N4,IO_L19P_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,N3,IO_L19N_T3_VREF_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,R1,IO_L20P_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,P1,IO_L20N_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,P5,IO_L21P_T3_DQS_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,P4,IO_L21N_T3_DQS_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,P2,IO_L22P_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,N2,IO_L22N_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,M6,IO_L23P_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,M5,IO_L23N_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,P6,IO_L24P_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,N5,IO_L24N_T3_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,L6,IO_25_35,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D7,MGTPTXP3_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D9,MGTPRXP3_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C7,MGTPTXN3_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C9,MGTPRXN3_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B6,MGTPTXP2_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B10,MGTPRXP2_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A6,MGTPTXN2_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A10,MGTPRXN2_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E6,MGTREFCLK0N_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F6,MGTREFCLK0P_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F8,MGTRREF_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F10,MGTREFCLK1P_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E10,MGTREFCLK1N_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D5,MGTPTXP1_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D11,MGTPRXP1_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C5,MGTPTXN1_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C11,MGTPRXN1_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B4,MGTPTXP0_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B8,MGTPRXP0_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A4,MGTPTXN0_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,A8,MGTPRXN0_216,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F7,MGTAVCC,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,E8,MGTAVCC,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,F9,MGTAVCC,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D10,MGTAVCC,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,D6,MGTAVCC,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C4,MGTAVTT,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B11,MGTAVTT,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B9,MGTAVTT,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,C8,MGTAVTT,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B7,MGTAVTT,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U1,B5,MGTAVTT,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U2,3,RFU,Boot flash and JTAG,INTENTIONAL NC,PROPOSED
U2,4,DNU,Boot flash and JTAG,INTENTIONAL NC,PROPOSED
U2,5,DNU,Boot flash and JTAG,INTENTIONAL NC,PROPOSED
U2,6,RFU,Boot flash and JTAG,INTENTIONAL NC,PROPOSED
U2,11,DNU,Boot flash and JTAG,INTENTIONAL NC,PROPOSED
U2,12,DNU,Boot flash and JTAG,INTENTIONAL NC,PROPOSED
U2,13,NC,Boot flash and JTAG,INTENTIONAL NC,PROPOSED
U2,14,RFU,Boot flash and JTAG,INTENTIONAL NC,PROPOSED
Y1,1,PAD_1_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
Y1,2,PAD_2_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
Y1,3,PAD_3_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
Y1,4,PAD_4_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
R120,1,PAD_1_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
R120,2,PAD_2_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
R121,1,PAD_1_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
R121,2,PAD_2_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
C120,1,PAD_1_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
C120,2,PAD_2_TBD,Clock and startup,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,A1,PAD_A1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,A2,PAD_A2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,A3,PAD_A3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,A7,PAD_A7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
